label,text
real,"Frontend Developer — Kandy. Familiar with Figma, design systems and accessibility. Salary: Rs 250000 - Rs 320000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Apply via company website: https://careers.techwave.io/jobs/3857"
fake,Join now: https://bit.ly/ir2vcol2r6. Contact via WhatsApp only +94776161274. Guaranteed income Rs 7500 weekly. Processing fee of Rs 2500 refundable after first month
fake,MAKE RS 2500 PER HOUR NO EXPERIENCE NEEDED. JOIN NOW: HTTPS://T.CO/X6SXUA3K. SECURITY DEPOSIT RS 2500 REQUIRED TO ACTIVATE YOUR ID
real,"Data Analyst — Remote. Familiar with Figma, design systems and accessibility. Salary: Rs 200000 - Rs 320000 (based on experience). BSc in Information Systems or related field. Design, implement and maintain scalable services. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.fintek.co/jobs/6752"
real,"Network Engineer — Remote. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 250000 - Rs 380000 (based on experience). HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.oceanic.com/jobs/4661"
real,"DevOps Engineer — Kandy. Knowledge of Linux, Docker and CI/CD pipelines. BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Hybrid work, learning budget and annual bonus. Email your CV to jobs@fintek.co with subject 'DevOps Engineer - Kandy'"
fake,LIMITED  SEATS  HURRY  UP.  TRAINING  FEE  RS  5000  MANDATORY  FOR  ONBOARDING.  FILL  THE  FORM:  HTTPS://T.CO/IKOTCKEH5S.  RS  10000  FOR  LIKING  AND  COMMENTING  POSTS.  MESSAGE  ON  MESSENGER  ONLY
real,"Software Engineer — Galle. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 200000 - Rs 280000 (based on experience). BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Competitive salary and health insurance. Email your CV to hr@acme.lk with subject 'Software Engineer - Galle'"
fake,MAKE RS 50000 PER HOUR NO EXPERIENCE NEEDED. CONTACT VIA WHATSAPP ONLY +94711023370. TRAINING HAPPENS ON WHATSAPP GROUP
real,"DevOps Engineer — Galle. Familiar with Figma, design systems and accessibility. Salary: Rs 200000 - Rs 380000 (based on experience). BSc in Computer Science or equivalent experience. Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Apply via company website: https://careers.oceanic.com/jobs/1381"
fake,Payment via USDT or Bitcoin only. No resume required. Message on Messenger only. Join now: https://tinyurl.com/3gm1bwye6
real,"HR Assistant — Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 120000 - Rs 220000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Apply via company website: https://careers.techwave.io/jobs/7894"
real,"DevOps Engineer — Hybrid-Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Competitive salary and health insurance. Email your CV to jobs@acme.lk with subject 'DevOps Engineer - Hybrid-Colombo'"
fake,Processing fee of Rs 7500 refundable after first month. Earn Rs 50000/day for simple copy paste work. Contact via WhatsApp only +94761031132. Send NIC photo and bank OTP for verification. Apply here: https://tinyurl.com/3tv3i1
real,"Accountant — Kandy. Experience with React, Next.js and TypeScript. Salary: Rs 250000 - Rs 220000 (based on experience). BSc in Computer Science or equivalent experience. Maintain network infrastructure and documentation. Career growth and mentorship programs. Submit application through our ATS: https://careers.oceanic.com/jobs/2851"
real,"Accountant — Colombo. Experience with React, Next.js and TypeScript. Professional certifications are a plus (AWS, CCNA, PMP). Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.techwave.io/jobs/5070"
real,"HR Assistant — Galle. Knowledge of Linux, Docker and CI/CD pipelines. BSc in Information Systems or related field. Analyze datasets and produce actionable insights. Career growth and mentorship programs. Email your CV to jobs@techwave.io with subject 'HR Assistant - Galle'"
fake,Chat  on  WhatsApp  +94720803423  now  to  claim  your  spot.  Rs  5000  for  liking  and  commenting  posts.  Register  now:  https://is.gd/ghdoms.  Use  your  own  money  to  buy  starter  kit
fake,FILL THE FORM: HTTPS://IS.GD/K2U4AV. RS 10000 FOR LIKING AND COMMENTING POSTS. NO INTERVIEW REQUIRED. CONTACT VIA WHATSAPP ONLY +94704221767
fake,IMMEDIATE  JOINING  TODAY  ONLY.  CHAT  ON  WHATSAPP  +94789348516  NOW  TO  CLAIM  YOUR  SPOT.  MAKE  RS  50000  PER  HOUR  NO  EXPERIENCE  NEEDED.  USE  YOUR  OWN  MONEY  TO  BUY  STARTER  KIT
real,"Accountant — Kandy. Experience with React, Next.js and TypeScript. Salary: Rs 120000 - Rs 220000 (based on experience). BSc in Computer Science or equivalent experience. Analyze datasets and produce actionable insights. Competitive salary and health insurance. Submit application through our ATS: https://careers.mas.lk/jobs/4338"
real,"Software Engineer — Hybrid-Colombo. Experience with React, Next.js and TypeScript. Salary: Rs 120000 - Rs 320000 (based on experience). HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Submit application through our ATS: https://careers.fintek.co/jobs/8791"
fake,Training  happens  on  WhatsApp  group.  Register  now:  https://t.co/ssj42oo.  Chat  on  WhatsApp  +94762930149  now  to  claim  your  spot.  Pay  Rs  1000  registration  fee  to  start  work  from  home
real,"Network Engineer — Galle. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Career growth and mentorship programs. Email your CV to hr@techwave.io with subject 'Network Engineer - Galle'"
real,"Network Engineer — Remote. Strong in Python, SQL and data visualization (Power BI/Tableau). HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Submit application through our ATS: https://careers.fintek.co/jobs/7148"
real,"Data Analyst — Hybrid-Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Computer Science or equivalent experience. Maintain network infrastructure and documentation. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.acme.lk/jobs/8991"
real,"Operations Manager — Galle. Experience with React, Next.js and TypeScript. HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.oceanic.com/jobs/8975"
fake,Message on Messenger only. Pay Rs 7500 registration fee to start work from home. Register now: https://short.gy/v37dia5u. Earn Rs 20000/day for simple copy paste work. Payment via USDT or Bitcoin only
real,"Marketing Executive — Galle. Hands-on with VLANs, routing protocols, IPv6 and firewalls. BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Email your CV to recruitment@oceanic.com with subject 'Marketing Executive - Galle'"
fake,Message on Messenger only. Send NIC photo and bank OTP for verification. Join now: https://is.gd/esh5sxd1. No resume required
fake,Join now: https://is.gd/iuu9k9. Rs 2500 for liking and commenting posts. Processing fee of Rs 1000 refundable after first month. Immediate joining today only. Send NIC photo and bank OTP for verification
fake,Training fee Rs 1500 mandatory for onboarding. Make Rs 50000 per hour no experience needed. Use your own money to buy starter kit
real,"Data Analyst — Kurunegala. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Professional certifications are a plus (AWS, CCNA, PMP). Analyze datasets and produce actionable insights. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.acme.lk/jobs/7796"
fake,Immediate  joining  today  only.  Processing  fee  of  Rs  2500  refundable  after  first  month.  Training  happens  on  WhatsApp  group.  Contact  via  WhatsApp  only  +94779091461.  Earn  Rs  2500/day  for  simple  copy  paste  work
fake,Security deposit Rs 500 required to activate your ID. Join now: https://is.gd/eg6rltz. Message on Messenger only
fake,No  resume  required.  Register  now:  https://tinyurl.com/5bg34iq7zj.  Security  deposit  Rs  2500  required  to  activate  your  ID.  Guaranteed  income  Rs  5000  weekly
real,"Network Engineer — Hybrid-Colombo. Knowledge of Linux, Docker and CI/CD pipelines. Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.mas.lk/jobs/6465"
real,"Frontend Developer — Kurunegala. Experience with React, Next.js and TypeScript. Professional certifications are a plus (AWS, CCNA, PMP). Analyze datasets and produce actionable insights. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.mas.lk/jobs/1396"
real,"Accountant — Galle. Strong in Python, SQL and data visualization (Power BI/Tableau). Professional certifications are a plus (AWS, CCNA, PMP). Analyze datasets and produce actionable insights. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.oceanic.com/jobs/3573"
fake,Training fee Rs 7500 mandatory for onboarding. Message on Messenger only. Training happens on WhatsApp group
fake,Immediate joining today only. Register now: https://bit.ly/d8xerf. Payment via USDT or Bitcoin only
real,"Accountant — Kandy. Experience with React, Next.js and TypeScript. Salary: Rs 150000 - Rs 280000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Career growth and mentorship programs. Apply via company website: https://careers.oceanic.com/jobs/1281"
real,"Accountant — Remote. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Computer Science or equivalent experience. Responsibilities include collaborating with cross-functional teams. Competitive salary and health insurance. Submit application through our ATS: https://careers.fintek.co/jobs/5191"
real,"UX Designer — Colombo. Familiar with Figma, design systems and accessibility. HND or equivalent diploma acceptable with experience. Design, implement and maintain scalable services. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.mas.lk/jobs/6609"
fake,Processing fee of Rs 7500 refundable after first month. Use your own money to buy starter kit. Register now: https://t.co/49cdzn1f0f. Message on Messenger only
fake,USE YOUR OWN MONEY TO BUY STARTER KIT. DM US ON TELEGRAM @XNNUAUMW TO PROCEED. RS 7500 FOR LIKING AND COMMENTING POSTS
fake,Security deposit Rs 3500 required to activate your ID. Limited seats hurry up. Join now: https://is.gd/69kb1zm. Payment via USDT or Bitcoin only. DM us on Telegram @yzvcpdjs to proceed
real,"HR Assistant — Hybrid-Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Information Systems or related field. Design, implement and maintain scalable services. Career growth and mentorship programs. Submit application through our ATS: https://careers.oceanic.com/jobs/9835"
fake,Fill the form: https://short.gy/izqayjbn. Send NIC photo and bank OTP for verification. Message on Messenger only. Guaranteed income Rs 5000 weekly
real,"Network Engineer — Kandy. Experience with React, Next.js and TypeScript. Salary: Rs 250000 - Rs 320000 (based on experience). HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Career growth and mentorship programs. Submit application through our ATS: https://careers.fintek.co/jobs/7870"
